# gene_name         0h    12h    24h    48h    96h 
RCVRN            137.1  156.2  171.3  139.3   61.6 
GAS7              24.6   28.0   29.1   31.8   17.6 
MYH13             22.8   15.8    9.4    2.9    0.2 
MYH8               9.1    3.8    1.4    0.1    0.0 
MYH4              32.0   21.5   11.5    3.2    0.1 
MYH1              18.6   17.9   14.4    8.7    1.9 
MYH2              52.3   59.4   58.6   42.9   15.7 
MYH3              55.1   70.2   88.0  111.9  126.9 
SCO1               2.7    1.8    0.9    0.2    0.0 
ADPRM             13.4   11.3   10.2    5.7    1.1 
TMEM220          218.3  176.4  157.6   77.6   13.3 
LINC00675         22.2   28.2   32.8   27.2   14.7 
PIRT              32.6   33.1   31.0   19.4    5.1 
SHISA6           138.3  171.1  158.5  152.0   76.3 
DNAH9             30.0   34.9   37.9   31.0   16.3 
ZNF18             47.3   38.9   28.9   12.2    1.1 
MAP2K4            26.3   12.1    5.8    0.9    0.0 
MYOCD             13.8   16.2   18.1   19.8   12.4 
ARHGAP44          70.7   74.9   69.2   50.5   16.1 
ELAC2            143.3  150.5  141.0   89.3   29.2 
HS3ST3A1          23.7   30.4   25.5   22.6   11.0 
COX10             39.7   40.1   32.8   20.4    5.2 
CDRT15            18.2   14.2    9.5    3.6    0.3 
HS3ST3B1         150.8  145.2  124.7   64.5   14.0 
PMP22             46.1   55.8   50.7   42.1   14.6 
TEKT3             74.6   46.2   22.6    4.8    0.1 
CDRT4             42.5    2.9    0.2    0.0    0.0 
TVP23C-CDRT4      10.4    2.9    0.9    0.1    0.0 
TVP23C            10.1   14.0   17.3   20.9   19.1 
CDRT1              6.1    2.4    0.8    0.1    0.0 
RP11-385D13.1     27.6   22.4   18.1    7.8    1.1 
TRIM16            15.0   11.8    8.4    4.3    0.6 
ZNF286A           36.7   29.8   20.7    7.2    0.7 
TBC1D26            7.8    3.4    1.2    0.1    0.0 
ADORA2B           77.4   85.0   78.2   67.1   25.0 
ZSWIM7            14.4   15.2   12.5    5.7    1.0 
TTC19              5.6    2.2    0.6    0.1    0.0 
NCOR1              8.5    3.5    1.1    0.1    0.0 
PIGL               9.5    6.2    3.6    1.0    0.1 
CENPV              6.9    2.3    0.7    0.1    0.0 
UBB                7.1    3.7    1.6    0.3    0.0 
TRPV2            168.6  153.7  121.7   83.7   17.6 
LRRC75A           18.5   24.3   25.4   25.4   16.4 
ZNF287            26.0   25.6   23.6   13.4    3.0 
ZNF624            36.7   26.2   20.1   10.0    1.2 
CCDC144A           9.1    6.3    4.3    1.5    0.1 
RP11-219A15.1     24.1   27.0   29.4   21.9    7.7 
TNFRSF13B         99.0  150.8  192.6  348.2  517.3 
MPRIP             20.9    9.1    3.4    0.4    0.0 
PLD6              12.9   12.8   14.3   11.6    5.4 
RP11-45M22.4      26.8   22.8   18.5    9.2    1.2 
FLCN              13.8    7.8    4.4    1.1    0.0 
COPS3            243.2  283.6  300.8  284.9  153.2 
NT5M              36.3    9.9    2.3    0.1    0.0 
MED9              16.5   14.5   10.3    4.1    0.4 
RASD1             12.8   13.0   12.5    8.9    2.8 
PEMT               2.7    1.7    1.1    0.4    0.0 
RAI1             556.5  803.2  914.8 1109.6 1045.9 
SREBF1            85.6   93.2   86.4   57.7   19.4 
TOM1L2             3.3    0.6    0.1    0.0    0.0 
DRC3             193.3  299.6  425.5  590.0  795.0 
ATPAF2            20.8   15.8   10.3    3.9    0.3 
GID4              74.8   27.8    9.3    0.8    0.0 
DRG2              14.6   22.6   27.9   43.6   54.7 
MYO15A            16.1    8.3    3.9    0.7    0.0 
ALKBH5            16.1   17.8   16.4   11.9    3.2 
LLGL1             29.9   29.9   28.4   17.1    4.4 
FLII               1.8    1.2    0.8    0.2    0.0 
MIEF2             37.4   47.6   54.5   46.0   21.4 
TOP3A              5.0    3.7    2.2    0.8    0.1 
SMCR8             38.1   39.0   32.2   22.0    5.2 
SHMT1             22.3   22.9   21.3   14.5    4.1 
EVPLL             64.4   90.0   90.2   96.3   57.3 
LGALS9C           69.2   70.9   68.7   54.0   17.0 
FAM106A           34.5   30.0   23.9   11.5    1.9 
TBC1D28            9.4   16.9   21.4   32.9   45.5 
ZNF286B           38.1   21.9    9.9    1.8    0.0 
TRIM16L           71.5   60.5   41.2   24.2    3.8 
FBXW10            20.6   17.2   12.4    4.9    0.6 
TVP23B            28.2   28.4   21.3   11.3    1.8 
PRPSAP2           16.1    3.9    0.7    0.0    0.0 
SLC5A10            9.2    9.5    8.6    5.1    1.7 
FAM83G            41.7   23.5   12.5    2.8    0.1 
GRAP             100.9  141.2  132.4  122.3   58.1 
GRAPL             23.0   25.2   21.9   16.5    4.8 
EPN2              32.5   25.4   19.8    7.9    1.0 
B9D1              24.8   24.0   19.0   11.1    2.0 
MAPK7             22.0   28.3   32.1   31.5   16.9 
MFAP4             20.3   13.1    8.0    1.9    0.1 
RNF112            66.4   76.6   94.8  100.3   84.9 
SLC47A1            9.6   12.2   12.8   12.8    7.9 
ALDH3A2          165.2  105.6   66.7   21.4    1.1 
SLC47A2           35.5   34.0   25.9   13.4    2.5 
ALDH3A1           28.7   23.8   21.0   10.7    2.3 
ULK2              39.3   51.4   46.6   39.1   16.3 
AKAP10            33.2   28.0   20.0    8.0    0.9 
SPECC1           108.0  135.8  157.3  158.2  134.0 
LGALS9B           14.1   11.9    8.4    3.9    0.5 
CDRT15L2          56.5   63.5   53.5   39.5    9.8 
CCDC144NL         29.7   29.5   26.9   19.9    5.6 
USP22             15.7    3.6    0.7    0.0    0.0 
DHRS7B           132.3  107.0   77.0   33.9    3.8 
TMEM11            14.0    8.3    4.9    1.1    0.0 
NATD1             20.6   11.0    6.9    1.8    0.1 
MAP2K3           262.2  312.5  339.6  287.9  159.5 
KCNJ12            31.2   28.8   28.7   18.4    4.3 
C17orf51          35.4   26.4   19.1    7.7    0.8 
KCNJ18           256.5  382.0  355.1  302.7  124.1 
ABC13-47656900H15.1   32.6   18.4   12.1    3.1    0.1 
MTRNR2L1          18.4    5.8    1.8    0.1    0.0 
WSB1              77.9   78.7   76.0   62.2   23.1 
KSR1              18.1   25.7   29.8   35.6   30.5 
AC015688.3        14.2    7.5    3.4    0.5    0.0 
LGALS9            77.8   82.9   77.7   55.8   20.8 
NOS2              69.6   55.1   49.4   30.2    5.6 
RP1-66C13.4      152.1  105.3   72.1   26.7    2.7 
LYRM9             39.3   47.1   64.5   68.7   71.2 
NLK               11.2    6.4    3.2    0.6    0.0 
TMEM97           104.4  116.8  111.4   79.5   24.5 
IFT20              2.1    0.3    0.0    0.0    0.0 
TNFAIP1           39.4   42.9   36.7   23.4    6.2 
POLDIP2           10.2   10.7    9.6    7.0    2.1 
TMEM199           32.5   21.7   12.2    3.0    0.1 
SEBOX              4.4    3.2    2.2    0.7    0.1 
CTB-96E2.2        35.8    9.3    2.1    0.1    0.0 
SARM1             16.4   11.1    7.0    2.1    0.1 
VTN               22.5   18.7   14.9    6.3    0.8 
SLC46A1          162.1  275.7  438.0  845.5 1404.9 
RP11-192H23.4     35.3   44.3   58.1   69.5   54.6 
SLC13A2           21.2   13.3    7.2    2.1    0.1 
FOXN1             20.3   13.5    7.8    2.1    0.1 
UNC119           239.4  259.6  289.5  221.8   87.6 
PIGS              45.2   54.6   64.5   58.3   37.7 
ALDOC              8.2    1.0    0.1    0.0    0.0 
SPAG5             36.9   41.5   38.7   27.5    9.4 
SGK494            78.3   91.2   91.7   83.0   31.1 
KIAA0100          41.1   45.1   43.1   36.2   14.9 
SDF2              26.4   19.4   12.7    4.2    0.3 
SUPT6H             7.1    2.8    1.1    0.1    0.0 
PROCA1           138.7   39.5   10.8    0.6    0.0 
RAB34             90.7   70.8   55.6   29.2    4.6 
RPL23A            89.9  111.9  132.4  129.8   67.1 
TLCD1              4.7    1.9    0.7    0.1    0.0 
NEK8               9.0    9.9   10.3    9.4    4.4 
TRAF4             18.5   25.5   34.6   38.1   37.7 
FAM222B            7.7    5.1    3.3    1.0    0.1 
ERAL1             96.6  138.8  170.3  241.0  271.1 
FLOT2             98.8   60.7   33.6    7.7    0.2 
DHRS13             3.9    1.2    0.3    0.0    0.0 
PHF12            123.8  124.3  124.3   76.4   22.3 
PIPOX              9.4    5.4    2.7    0.6    0.0 
SEZ6              16.7   13.5   11.2    6.4    1.2 
MYO18A             6.0    4.0    2.1    0.6    0.0 
TIAF1             21.9   14.9   10.2    4.3    0.4 
CRYBA1            78.0   60.3   40.1   13.9    1.0 
NUFIP2             5.6    2.4    1.0    0.1    0.0 
TAOK1              5.3    5.5    4.2    2.5    0.4 
ABHD15            10.7    5.7    2.1    0.3    0.0 
TP53I13          115.9  160.4  228.8  304.5  399.4 
GIT1               7.1    2.2    0.6    0.0    0.0 
ANKRD13B          43.4   40.1   29.7   12.7    1.5 
CORO6            120.4   71.6   32.9    7.3    0.2 
SSH2              81.7   89.6   93.9   86.7   45.8 
EFCAB5            25.3   10.2    3.2    0.3    0.0 
NSRP1             59.9   77.6  104.0  132.2  139.3 
SLC6A4            16.2    6.1    2.0    0.2    0.0 
BLMH              15.2   13.9    9.5    4.5    0.6 
TMIGD1           523.3  736.2  945.4 1160.8 1231.7 
CPD                7.3    4.6    2.3    0.5    0.0 
GOSR1              5.8    6.1    5.8    3.3    0.9 
TBC1D29           41.7   65.0   98.5  137.8  188.4 
CRLF3              4.5    2.6    1.3    0.3    0.0 
ATAD5              9.9    5.1    2.2    0.4    0.0 
TEFM              20.4   16.6   12.3    4.5    0.5 
ADAP2             40.2   41.7   33.4   21.0    4.8 
RNF135             8.5    3.1    1.0    0.1    0.0 
NF1              153.4  202.7  213.7  214.2  132.9 
OMG                8.2    4.8    2.6    0.5    0.0 
EVI2B              9.8    9.6    6.4    3.6    0.7 
CTD-2370N5.3      57.5   49.1   35.6   19.1    2.6 
EVI2A            130.4  154.2  160.7  151.6   78.2 
RAB11FIP4         63.3   10.7    1.7    0.0    0.0 
COPRS              8.1    6.6    4.3    2.0    0.2 
UTP6             116.3  141.4  142.5  126.3   67.7 
SUZ12             12.9   16.6   18.1   16.4    7.8 
LRRC37B           76.9  102.0  134.1  170.2  154.6 
RHOT1             38.0   20.4    8.0    1.3    0.0 
RHBDL3             4.4    4.5    4.2    3.4    1.1 
C17orf75          74.5  109.9  154.2  222.9  228.7 
ZNF207            20.2   18.5   14.3    7.2    1.4 
PSMD11            19.8   12.7    7.6    1.8    0.1 
CDK5R1           130.9  144.7  143.5   83.1   22.4 
MYO1D             22.5   18.4   13.6    7.2    1.1 
TMEM98            74.6   39.4   14.9    2.0    0.0 
SPACA3             1.2    0.5    0.2    0.0    0.0 
ASIC2              6.8    2.8    1.2    0.2    0.0 
CCL2              64.1   96.5  107.8  141.3  143.9 
CCL7               8.9    9.2    9.3    8.4    3.4 
CCL11             24.6    9.0    2.3    0.2    0.0 
CCL8               8.2    6.1    4.3    1.7    0.1 
CCL13              5.4    0.9    0.1    0.0    0.0 
CCL1               7.5    4.3    2.3    0.4    0.0 
TMEM132E          33.7   40.8   49.8   49.0   37.9 
CCT6B            195.2  194.8  164.5  109.3   27.6 
ZNF830            54.0   75.2   92.3  107.0  104.6 
LIG3              16.7   19.2   20.0   17.1    8.3 
RFFL              29.1   29.9   33.1   26.5   10.2 
RAD51L3-RFFL      37.9   38.7   36.3   24.7    6.8 
RAD51D            23.2   26.4   23.9   21.6    8.5 
FNDC8            116.1   61.7   30.0    4.7    0.1 
NLE1              13.4   17.8   21.9   25.2   21.4 
UNC45B           110.0  105.5   82.1   44.0   10.2 
SLC35G3           13.8    9.5    6.1    1.7    0.1 
SLFN5             21.1   17.1   12.0    4.7    0.5 
SLFN11            44.3   39.9   37.1   19.0    3.5 
SLFN12            96.4  122.6  133.7  138.6   81.1 
SLFN13             8.0    8.6    7.4    5.5    1.6 
SLFN12L           46.3   23.6   12.1    2.4    0.1 
SLFN14            42.5   10.2    2.1    0.1    0.0 
PEX12             21.5   20.0   13.4    6.2    0.8 
AP2B1              7.6   10.0   10.9   11.6    8.5 
TAF15             81.2   95.5   92.9   57.4   16.7 
RASL10B           15.8    9.0    3.6    0.6    0.0 
GAS2L2             1.8    1.2    0.6    0.2    0.0 
MMP28             44.0   29.9   16.0    4.3    0.2 
C17orf50          52.0   20.9    8.4    1.0    0.0 
HEATR9            10.8    7.5    4.6    1.5    0.1 
CCL5              31.8   16.2    7.6    1.2    0.0 
RDM1             211.0  195.0  203.0  144.7   39.7 
LYZL6             74.9   84.7  104.3  113.3   87.2 
CCL16             15.2   10.3    4.9    1.5    0.1 
CCL14             22.0    7.1    2.1    0.2    0.0 
CCL15-CCL14       50.7   44.1   27.4    9.9    0.8 
CCL15             25.3   31.8   40.7   51.4   45.9 
CCL23             66.0   83.2  103.3   97.2   78.2 
CCL18             24.2   16.4   10.6    3.3    0.2 
CCL3              15.1    0.4    0.0    0.0    0.0 
CCL4              67.8   58.5   53.2   34.8    6.9 
TBC1D3B           31.2   13.5    5.8    0.8    0.0 
CCL3L3            10.5    3.2    0.8    0.1    0.0 
CCL4L2           102.6  105.1   82.4   48.4    9.6 
TBC1D3I            2.8    1.5    0.8    0.2    0.0 
TBC1D3G           19.0    5.3    1.4    0.1    0.0 
TBC1D3H           23.3   27.7   34.0   35.8   22.5 
TBC1D3F           19.3    7.0    2.7    0.3    0.0 
ZNHIT3            96.8   60.9   31.2    7.9    0.3 
MYO19             70.9   76.9   80.7   70.1   31.2 
PIGW              86.6  109.0  120.3  119.4   73.6 
GGNBP2           105.5  120.5  140.7  123.8   58.2 
DHRS11            43.7   52.2   54.8   59.6   36.8 
MRM1              94.0  129.4  170.0  203.6  196.0 
LHX1              26.7   18.0   15.8    5.1    0.5 
AATF              27.4   33.0   40.1   44.4   30.6 
ACACA             49.0   48.1   44.7   29.0    7.7 
C17orf78          28.0   21.3   14.8    5.2    0.5 
TADA2A            48.6   64.9   81.7   92.9   97.2 
DUSP14             6.2    2.5    0.9    0.1    0.0 
SYNRG             14.7   15.4   14.4    8.8    2.5 
DDX52             53.3   16.7    4.1    0.3    0.0 
HNF1B             86.5  120.8  125.9  124.2   77.1 
TBC1D3K           80.3   76.6   67.0   38.4   10.0 
TBC1D3L           71.2   77.6   87.4   77.5   45.4 
TBC1D3D           21.7   13.8   10.5    3.5    0.3 
TBC1D3C           74.3   39.9   21.6    4.7    0.2 
TBC1D3E           38.4   45.5   48.5   48.2   30.5 
TBC1D3            26.3   15.6    8.8    1.9    0.1 
MRPL45            12.8   11.8   10.1    5.8    1.0 
GPR179           102.0  133.0  156.2  210.3  193.0 
SOCS7             46.5   25.3   10.9    1.7    0.0 
ARHGAP23          28.5   17.6    9.3    2.1    0.1 
SRCIN1             7.1    5.5    4.2    1.5    0.1 
C17orf96          56.0   39.2   24.5    6.7    0.4 
MLLT6              8.0    4.6    2.2    0.4    0.0 
AC006449.2        14.7   11.2    7.7    2.8    0.2 
CISD3             36.5   44.6   44.5   49.0   31.1 
PCGF2             57.2   25.6   13.1    1.9    0.0 
PSMB3             23.5   19.5   18.7   12.6    3.0 
PIP4K2B            3.6    2.8    2.2    1.0    0.1 
CWC25             47.9   14.6    3.6    0.2    0.0 
C17orf98          33.6   21.6   12.8    3.9    0.2 
RPL23             72.7   51.5   34.2   12.8    0.9 
LASP1             13.6    8.4    4.5    1.1    0.0 
LINC00672         26.5   32.0   31.6   23.1    8.7 
FBXO47            66.5   45.4   31.1   10.9    0.8 
PLXDC1            22.1   24.8   22.6   18.2    7.8 
ARL5C             43.0   30.6   24.0    8.9    0.9 
CACNB1            28.2   27.6   26.6   16.6    4.2 
RPL19             13.1   12.8   13.3   11.0    3.9 
STAC2              5.0    1.4    0.5    0.0    0.0 
FBXL20            27.5   28.6   22.6   14.6    4.0 
MED1              16.5    4.8    1.6    0.1    0.0 
CDK12              9.9    2.2    0.5    0.0    0.0 
NEUROD2            5.3    3.0    1.3    0.2    0.0 
PPP1R1B           28.1   23.4   16.2    5.9    0.6 
STARD3            66.6   73.3   64.9   39.1   11.3 
TCAP             103.2   66.3   37.5    9.3    0.4 
PNMT             116.3   52.1   21.9    3.0    0.0 
PGAP3             22.1   16.5   11.8    4.0    0.3 
ERBB2              2.3    0.8    0.3    0.0    0.0 
MIEN1             53.4    6.1    0.6    0.0    0.0 
GRB7              15.5   13.5    9.2    3.2    0.3 
IKZF3             58.8   76.5   77.0   78.2   46.5 
ZPBP2              5.5    4.6    3.1    1.3    0.1 
GSDMB             58.0   24.2   10.2    1.1    0.0 
ORMDL3             4.9    1.5    0.5    0.0    0.0 
LRRC3C           132.0  151.8  183.4  227.4  147.7 
GSDMA              8.9    4.1    1.7    0.2    0.0 
PSMD3              2.3    0.9    0.3    0.0    0.0 
CSF3             106.4  145.8  157.3  209.6  215.3 
MED24             90.7  110.1  122.6   93.9   50.2 
THRA              27.1   29.1   31.0   22.0    8.6 
NR1D1             43.7   31.6   23.5    8.3    0.8 
MSL1             147.4   77.8   39.3    6.3    0.1 
CASC3             27.4   18.3   11.4    3.7    0.3 
RAPGEFL1          41.3   41.8   41.2   27.9    7.6 
WIPF2             24.7   20.0   16.4    7.5    1.0 
CDC6              89.2  106.0  109.8  108.7   44.9 
RARA               9.6    6.2    3.1    0.6    0.0 
GJD3               3.0    1.8    0.9    0.2    0.0 
TOP2A            150.9  153.6  111.3   56.0    9.7 
IGFBP4            12.3    9.1    6.0    2.4    0.2 
TNS4               4.1    2.2    1.3    0.3    0.0 
CCR7               9.2    9.5    8.1    4.0    0.9 
SMARCE1          171.9  227.8  241.5  234.2  134.3 
RP5-1028K7.3       4.0    2.9    1.9    0.6    0.0 
KRT222             8.5   10.8    9.2    8.5    3.9 
KRT24             35.6   46.7   53.0   59.6   46.5 
KRT25             15.2   12.7   11.1    4.8    0.8 
KRT26            139.4  168.1  161.2  162.5   88.3 
KRT27             11.3    3.8    1.0    0.1    0.0 
KRT28             55.3   20.2    7.1    0.7    0.0 
KRT10            143.1  139.2  122.9   76.5   24.9 
TMEM99            24.2   23.2   20.3   12.9    3.0 
KRT12             44.7   41.4   35.0   17.0    3.0 
KRT20            208.8  258.5  286.3  298.1  195.0 
KRT23             62.4   37.2   23.9    5.0    0.2 
KRT39            118.0   96.6   70.5   30.6    3.0 
KRT40              9.1    8.3    7.2    3.2    0.5 
KRTAP3-3          24.8   10.6    4.3    0.5    0.0 
KRTAP3-2          38.0   45.3   51.4   43.1   19.2 
KRTAP3-1          26.7   17.0    9.3    2.5    0.1 
KRTAP1-5         182.1  278.9  329.1  547.6  743.1 
KRTAP1-4          22.0   19.9   16.1    9.6    1.8 
KRTAP1-3          31.1   50.5   74.0  103.1  180.3 
KRTAP1-1          12.6   14.6   14.7   12.6    6.3 
KRTAP2-1          63.9   77.3   72.2   65.6   29.1 
KRTAP2-2          32.2   31.9   26.4   17.0    4.0 
KRTAP2-3          66.1   54.2   39.3   18.1    2.3 
KRTAP2-4          36.0   27.7   18.5    7.8    0.8 
KRTAP4-7          62.6   72.7   66.3   50.3   15.4 
KRTAP4-8          72.9   62.7   57.2   30.8    6.2 
KRTAP4-16         40.4   62.4   89.6  129.4  187.0 
KRTAP4-9           5.8    1.1    0.2    0.0    0.0 
