#gene_name           tpm[12h/0h]  tpm[24h/0h]  tpm[48h/0h]  tpm[96h/0h]  synth_rate   halflife
ZXDB                 0.8          0.6          0.3          0.0          19.8         11.5
ZXDC                 0.7          0.6          0.2          0.0          3.5          11.4
ZYG11A               0.3          0.1          0.0          0.0          3.3          5.8
ZYG11B               1.0          0.9          0.7          0.2          1.5          15.5
ZYX                  0.8          0.7          0.3          0.1          0.1          12.4
ZZEF1                1.3          1.5          1.2          0.6          2.7          17.7
ZZZ3                 1.2          1.3          1.2          0.7          2.5          18.0
anise                0.9          0.6          0.3          0.0          1.3          11.7
apricot              0.9          0.7          0.4          0.1          1.2          13.1
artichoke            1.0          0.9          0.5          0.1          0.7          13.4
arugula              0.7          0.5          0.2          0.0          0.5          10.8
asparagus            0.1          0.0          0.0          0.0          3.2          4.0
avocado              0.4          0.2          0.0          0.0          5.6          6.9
banana               0.7          0.3          0.1          0.0          1.3          9.3
basil                0.2          0.0          0.0          0.0          1.3          5.2
beet                 1.2          1.4          1.4          0.9          4.1          19.6
blackberry           1.2          1.1          1.0          0.4          1.2          17.1
blueberry            1.1          0.9          0.6          0.2          0.8          15.1
broccoli             1.0          0.8          0.5          0.1          28.3         13.6
butternut            0.7          0.4          0.2          0.0          1.7          10.8
cabbage              1.2          1.2          1.0          0.4          4.3          16.8
cantaloupe           0.5          0.2          0.0          0.0          1.4          7.7
caraway              0.9          0.7          0.3          0.1          0.8          12.6
carrot               0.4          0.2          0.0          0.0          2.0          7.2
cauliflower          0.7          0.3          0.1          0.0          3.5          9.0
cayenne              0.8          0.5          0.1          0.0          2.7          10.2
celery               1.1          1.1          0.9          0.3          0.7          16.2
chard                0.8          0.7          0.3          0.1          2.6          12.4
cherry               0.3          0.1          0.0          0.0          1.5          5.8
chestnut             1.3          1.6          1.5          1.0          4.3          19.9
chickpea             1.6          1.9          3.0          4.1          4.2          28.9
cilantro             0.5          0.3          0.1          0.0          0.4          8.4
clementine           0.8          0.7          0.4          0.1          12.8         13.3
coconut              0.8          0.6          0.3          0.1          1.5          12.3
coriander            0.7          0.5          0.2          0.0          0.9          10.3
cranberry            1.0          1.0          0.8          0.3          5.6          16.0
cucumber             1.7          2.1          3.1          4.6          1.2          29.0
currant              1.1          1.1          0.7          0.2          1.8          14.9
